Filmkode; Dansk titel ; Original titel ; Nationalitet ; Filmens længde i minutter ; Genre ; Censurforhold ; premiere uge ; premiere år ; Antal solgte biografbilletter 
6056;AVALON - DRØMMEN OM AMERIKA;AVALON (SE 10505);USA;128;.;Frarådet for børn under 7 år;11;1991;9245
1574;MANDEN DER HOLDT OP MED AT RYGE;MANNEN SOM SLUTADE RØKA;SVERIGE;104;.;Tilladt for alle;27;1976;9244
7815;THE RING (SE 8092);RINGU;JAPAN;97;.;Over 15 år, ikke censureret;39;2001;9241
6636;GNAVNE GAMLE MÆND;GRUMPY OLD MEN;USA;104;.;Frarådet for børn under 7 år;2;1995;9241
4228;ELENDIGE,DE (SE 7291);LES MISERABLES (SE 6779, 7291);FRANKRIG;180;.;Tilladt for børn over 11 år;11;1983;9237
5041;ALLE GODE GANGE TO;TWICE IN A LIFEFIME;USA;111;.;Tilladt for alle;36;1986;9236
6555;MIN FAR ER EN HELT;MY FATHER, THE HERO;USA;90;.;Frarådet for børn under 7 år;33;1994;9233
206;ENGEL FOROVEN OG DJÆVEL FORNEDEN;ANGEL ABOVE AND DEVIL BELOW;USA;70;.;Over 15 år, ikke censureret;51;1975;9230
469;DE ELSKEDE I SOMMERNATTEN;PORR I SKANDALSKOLAN;SVERIGE;93;.;Over 15 år, ikke censureret;32;1974;9223
3706;BADLANDS;BADLANDS;USA;94;.;Over 15 år, ikke censureret;16;1981;9221
2411;S/S ST.LOUIS-SKIBET SOM FIK VERDEN TIL AT SKAMME;VOYAGE OF THE DAMNED;STORBRITANNIEN;158;.;Over 15 år, ikke censureret;37;1977;9212
6031;HOT SPOT;THE HOT SPOT;USA;130;.;Tilladt for børn over 15 år;6;1991;9212
3698;PORNO DETEKTIVEN KLARER ALT;TELL THEM JOHNNY WAD IS HERE;USA;79;.;Over 15 år, ikke censureret;25;1981;9210
10931;KRAFTIDIOTEN;KRAFTIDIOTEN;NORGE;116;Spillefilm, voksne;Tilladt for børn over 15 år;27;2014;9208
10960;BRICK MANSIONS;BRICK MANSIONS;FRANKRIG;89;Spillefilm, voksne;Tilladt for børn over 15 år;17;2014;9206
2185;I JORDENS INDRE;AT THE EARTH'S CORE;STORBRITANNIEN;91;.;Tilladt for børn over 11 år;13;1977;9205
10066;MACHETE;MACHETE;USA;105;Spillefilm, voksne;Tilladt for børn over 15 år;49;2010;9196
10081;SKYLINE;SKYLINE;USA;93;Spillefilm, voksne;Tilladt for børn over 11 år;47;2010;9194
7278;GIRLS NIGHT;GIRLS' NIGHT;STORBRITANNIEN;103;.;Tilladt for alle;41;1998;9192
895;DIKTATOREN (SE 10487);THE GREAT DICATOR;USA;122;.;Tilladt for alle;49;1947;9189
635;FRANKENSTEIN;CARNE PER FRANKENSTEIN;USA;94;.;Over 15 år, ikke censureret;46;1974;9185
6212;RÆDSLERNES HUS;THE PEOPLE UNDER THE STAIRS;USA;102;.;Over 15 år, ikke censureret;18;1992;9183
7451;DET RIGE LIG;WAKING NED DEVINE;STORBRITANNIEN;91;.;Tilladt for alle;29;1999;9181
3363;STORE RØVERKØB, DET;HOT STUFF;USA;91;.;Tilladt for alle;18;1980;9174
2820;TERROR BAG LUKKEDE DØRE;JACKSON COUNTY JAIL;USA;85;.;Over 15 år, ikke censureret;30;1978;9160
7116;SHOOTING FISH;SHOOTING FISH;STORBRITANNIEN;103;.;Tilladt for alle;51;1997;9155
2709;FRK. EROTIKUS;LES PLAISIRS FOUS;FRANKRIG;90;.;Over 15 år, ikke censureret;20;1978;9152
2336;SNEHVIDE;;TYSKLAND;77;.;Tilladt for alle;41;1962;9149
6846;CLOCKERS;CLOCKERS;USA;129;.;Tilladt for børn over 15 år;19;1996;9136
6445;POETIC JUSTICE;POETIC JUSTICE;USA;110;.;Tilladt for børn over 11 år;39;1993;9135
6293;DET SKJULTE ANSIGT;RAISING CAIN;USA;91;.;Over 15 år, ikke censureret;52;1992;9134
6528;BACK BEAT;BACK BEAT;STORBRITANNIEN;101;.;Over 15 år, ikke censureret;23;1994;9131
3990;KRYBENDE RÆDSEL;DEADLY BLESSING;USA;100;.;Over 15 år, ikke censureret;22;1982;9126
5903;FIELD OF DREAMS;FIELD OF DREAMS;USA;106;.;Over 15 år, ikke censureret;23;1990;9116
6057;ALLE HAR DET GODT;STANNO TVITTI BENE;ITALIEN;126;.;Tilladt for alle;11;1991;9114
272;FRÆKKE ER OGSÅ GODT, DET;;USA;73;.;Over 15 år, ikke censureret;9;1976;9112
3961;FORFØRENDE JOMFRUER;VIRGINITES A PRENDRE;FRANKRIG;81;.;Over 15 år, ikke censureret;20;1982;9110
7584;ROMANCE;ROMANCE;FRANKRIG;95;.;Over 15 år, ikke censureret;23;2000;9109
9654;RIGHTEOUS KILL;RIGHTEOUS KILL;USA;101;Spillefilm, voksne;Tilladt for børn over 15 år;41;2008;9098
12341;NINNA;;DANMARK;96;Spillefilm, voksne;Frarådet for børn under 7 år;45;2019;9092
8457;WALKING TALL;WALKING TALL (SE 1209);USA;87;Spillefilm, voksne;Tilladt for børn over 15 år;29;2004;9090
7564;DOBBELTSPIL (SE 0511,5623,9351);REINDEER GAMES;USA;104;.;Over 15 år, ikke censureret;21;2000;9085
6000;FAR, MOR OG MØGUNGE;PROBLEM CHILD;USA;82;.;Frarådet for børn under 7 år;45;1990;9082
11825;THE PARTY;THE PARTY (SE 872);STORBRITANNIEN;71;Spillefilm, voksne;Over 15 år, ikke censureret;41;2017;9079
1334;SÆT DAMPEN OP -MARX BROTHERS;GO WEST;USA;81;.;Tilladt for alle;41;1949;9079
9907;PROFETEN;UN PROPHÈTE;FRANKRIG;156;Spillefilm, voksne;Tilladt for børn over 15 år;8;2010;9076
1451;VESTENS HURTIGSTE FINGER = LATIGO;SUPPORT YOUR LOCAL GUNFIGHTER;USA;92;.;Tilladt for alle;23;1972;9070
7577;DOWN TO YOU;DOWN TO YOU;USA;93;.;Tilladt for alle;26;2000;9064
120;TEENAGE NYMFOMANEN = LIDERLIGE LINDAS BRYLLUP;TEENAGER'S STEPMOTHER;USA;83;.;Over 15 år, ikke censureret;21;1975;9064
12928;JACKASS 4: FOREVER;JACKASS FOREVER;USA;96;Spillefilm, voksne;Tilladt for børn over 15 år;9;2022;9051
2923;KOMMISÆR BETTI SLÅR TIL IGEN=TERROR;VIOLENT CITY;ITALIEN;99;.;Over 15 år, ikke censureret;46;1978;9041
8097;GRÆD IKKE GERMAINE;PLEURE PAS GERMAINE;BELGIEN;96;.;Over 15 år, ikke censureret;45;2002;9036
3487;PIGEN MED FLØJLSTUNGEN;DELIRES PORNO;FRANKRIG;87;.;Over 15 år, ikke censureret;42;1980;9035
5104;MULVARPEN;THE WHISTLE BLOWER;STORBRITANNIEN;104;.;Tilladt for børn over 11 år;47;1986;9035
2483;GANSKE SÆRLIG DAG, EN;UN GIORNATO PARTICOLARE;ITALIEN;107;.;Tilladt for alle;46;1977;9031
12656;WEST SIDE STORY (2021);WEST SIDE STORY (2021);USA;156;Spillefilm, voksne;Tilladt for børn over 11 år;49;2021;9029
4604;SEXMODELLER I LØBETID;IN HEAT;USA;85;.;Over 15 år, ikke censureret;38;1984;9029
1848;STÆVNEMØDE MED DØDEN (SE 5569);THE SWISS CONSPIRACY;USA;89;.;Over 15 år, ikke censureret;31;1976;9026
5055;SALVADOR;SALVADOR;USA;123;.;Over 15 år, ikke censureret;28;1986;9023
8710;FIRE VENINDER - ET PAR JEANS;THE SISTERHOOD OF THE TRAVELING PANTS;USA;119;Spillefilm, voksne;Frarådet for børn under 7 år;34;2005;9021
1563;GANGSTERPIGE PÅ SEXSTIEN;LA PUPA DEL GANGSTER;ITALIEN;99;.;Tilladt for alle;16;1976;9016
8376;THE BUTTERFLY EFFECT;THE BUTTERFLY EFFECT;USA;114;Spillefilm, voksne;Tilladt for børn over 15 år;9;2004;9016
6225;DEN VILDE ROSE;RAMBLING ROSE;USA;113;.;Tilladt for alle;19;1992;9014
296;INDIAN KILLER;ALIEN THUNDER;SYD&MELLEMAM UOPLYST;93;.;Tilladt for børn over 11 år;3;1976;9011
12259;BOOKSMART;BOOKSMART;USA;102;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;25;2019;9009
3094;JOMFRUENS HÆVN;EXPENSIVE TASTE;USA;75;.;Over 15 år, ikke censureret;30;1979;9008
12650;JULEMAND & CO.;JULEMAND & CO.;FRANKRIG;92;Spillefilm, børn/unge/familie;Over 15 år, ikke censureret;48;2021;9003
3396;GUTTERNE FRA NORTH DALLAS;NORTH DALLAS FORTY;USA;119;.;Tilladt for børn over 11 år;24;1980;9001
8267;DET NYE LAND;DET NYA LANDET;SVERIGE;134;.;Over 15 år, ikke censureret;39;2003;8991
10398;MED LIVET SOM INDSATS (SE 4176);MAN ON A LEDGE;USA;102;Spillefilm, voksne;Tilladt for børn over 11 år;6;2012;8987
132;BORTE MED WESTEN;BLOOD MONEY;USA;101;.;Tilladt for børn over 15 år;38;1975;8985
11389;GRIMSBY;GRIMSBY;USA;83;Spillefilm, voksne;Tilladt for børn over 15 år;10;2016;8984
5123;STAMMHEIM;STAMMHEIM;TYSKLAND;107;.;Over 15 år, ikke censureret;40;1986;8983
10201;PRIEST (SE 6761);PRIEST (SE 6761);USA;87;Spillefilm, voksne;Tilladt for børn over 15 år;24;2011;8978
3987;GREGORY OG PIGERNE;GREGORY'S GIRL;STORBRITANNIEN;91;.;Tilladt for alle;18;1982;8973
236;PENSIONISTBANDEN;HOMEBODIES;USA;97;.;Over 15 år, ikke censureret;52;1975;8972
6745;HIGHER LEARNING;HIGHER LEARNING;USA;129;.;Tilladt for børn over 15 år;48;1995;8954
641;FRENZY;FRENZY;STORBRITANNIEN;116;.;Over 15 år, ikke censureret;30;1972;8947
2930;RÆDSLERNES KORRIDOR;DAMNATION;USA;97;.;Over 15 år, ikke censureret;45;1978;8947
5199;JASON LEVER,FREDAG DEN 13.NR.6;FRIDAY THE 13TH,PART VI:JASON LIVES;USA;90;.;Over 15 år, ikke censureret;11;1987;8946
70;VÆK MED GRABBERNE;OREMUS,ALLELUIA COSI SIA;ITALIEN;81;.;Tilladt for børn over 11 år;4;1975;8943
3380;GIGANT KUPPET;POWER PLAY;UDLANDET;108;.;Over 15 år, ikke censureret;14;1980;8935
10646;PICHT PERFECT;PITCH PERFECT;USA;112;Spillefilm, børn/unge/familie;Tilladt for alle;8;2013;8928
5608;DIRTY TIGER;TIGER WARSAW;USA;93;.;Tilladt for børn over 11 år;52;1988;8926
5724;KALENDERMORDENE;THE JANUARY MAN;USA;97;.;Over 15 år, ikke censureret;21;1989;8925
2313;KNALDHÅRDE KOMMANDOTROPPER;RANGERS ATTACCO ORA X;ITALIEN;99;.;Over 15 år, ikke censureret;20;1977;8924
7793;IN THE MOOD FOR LOVE;HUA YANG NIAN HUA;HONGKONG;98;.;Tilladt for alle;37;2001;8919
4647;GYLDNE SÆL,DEN;THE GOLDEN SEAL;USA;95;.;Frarådet for børn under 7 år;38;1984;8911
11421;DEN 5. BØLGE;THE 5TH WAVE;USA;92;Spillefilm, voksne;Tilladt for børn over 15 år;16;2016;8909
2111;FLUGTEN FRA KVINDEFÆNGSLET;THUNDER COUNTRY;USA;93;.;Over 15 år, ikke censureret;12;1977;8905
7215;MONEY TALKS;MONEY TALKS;USA;96;.;Tilladt for børn over 15 år;21;1998;8899
291;HERFRA MIN VERDEN GÅR;;DANMARK;81;.;Tilladt for alle;7;1976;8896
8537;BAD SANTA;BAD SANTA;USA;92;Spillefilm, voksne;Tilladt for børn over 11 år;47;2004;8892
3166;DIRRENDE DEJLIG;LA GRAND BAISE II;FRANKRIG;84;.;Over 15 år, ikke censureret;37;1979;8885
12906;JEG ER ZLATAN;JAG ÄR ZLATAN;SVERIGE;102;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;16;2022;8885
11522;JULIETA;JULIETA;SPANIEN;99;Spillefilm, voksne;Tilladt for børn over 11 år;36;2016;8884
9753;EN STEMME FOR LIVET;;DANMARK;97;Dokumentarfilm, voksne;Over 15 år, ikke censureret;19;2009;8879
12210;HELLBOY (SE 8424);HELLBOY (SE 8424);USA;120;Spillefilm, voksne;Tilladt for børn over 15 år;15;2019;8877
8525;MISA MIN;MISA MI;SVERIGE;83;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;41;2004;8876
9226;LETTERS FROM IWO JIMA;LETTERS FROM IWO JIMA;USA;141;Spillefilm, voksne;Tilladt for børn over 15 år;7;2007;8873
2553;HOPALONG CASSIDY-SHERIFFEN FRA TEXAS = HOPALONG C;HOPALONG CASSIDY;USA;61;.;Tilladt for alle;99;1958;8863
8523;MIRAKLET I BERN;DAS WUNDER VON BERN;TYSKLAND;117;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;47;2004;8862
1087;OVERKLASSENS HEMMELIGE SEXGLÆDER;;DANMARK;85;.;Over 15 år, ikke censureret;11;1974;8860
611;FJOLSET;LE CORNIAUD;FRANKRIG;111;.;Tilladt for alle;1;1966;8857
7245;MANDEN I MIT LIV;THE OBJECT OF MY AFFECTION;USA;111;.;Frarådet for børn under 7 år;21;1998;8854
8264;FUGLE PÅ REJSE;LE PEUPLE MIGRATEUR;FRANKRIG;89;.;Tilladt for alle;37;2003;8853
3444;HEIDI;HEIDI;EUROPA UOPLYST;94;.;Tilladt for alle;12;1967;8850
3699;SEX PÅ MASSAGE KLINIKKEN;ACCOUPLEMENTS POUR VOYEURS;FRANKRIG;82;.;Over 15 år, ikke censureret;23;1981;8842
6731;DRONNING MARGOT;LA REINE MARGOT;FRANKRIG;140;.;Tilladt for børn over 15 år;41;1995;8842
4159;POSTBUDET KNALDER HVER GANG;PLEASE MR.POSTMAN;USA;72;.;Over 15 år, ikke censureret;51;1982;8836
10282;SKAL, SKAL IKKE;SOMETHING BORROWED;USA;113;Spillefilm, voksne;Tilladt for børn over 11 år;27;2011;8835
9127;SUPER DUPER TEGNEFILMSHOW;;USA;366;.;Tilladt for alle;99;9999;8832
2071;MØRKETS ESKADRILLE;THE DAM BUSTERS;STORBRITANNIEN;115;.;Tilladt for alle;51;1955;8821
2775;AMERIKANSKE VEN, DEN;DER AMERIKANISCHE FREUND;TYSKLAND;126;.;Tilladt for børn over 11 år;35;1978;8821
12155;ARCTIC;ARCTIC;ISLAND;97;Spillefilm, voksne;Tilladt for børn over 15 år;5;2019;8813
9673;WALTZ WITH BASHIR;WALT WITH BASHIR;FRANKRIG;91;Dokumentarfilm, voksne;Tilladt for børn over 15 år;8;2009;8812
4755;MOR'S LILLE MORDER;THE ULTIMATE SOLUTION OF GRACE QUIGLEY;USA;96;.;Frarådet for børn under 7 år;15;1985;8786
3461;FRÆKKE FLORA;ESTELLE ET FLORA;FRANKRIG;89;.;Over 15 år, ikke censureret;28;1980;8783
3516;MILLIARD MISSIONEN;BILLION DOLLAR THREAT;USA;97;.;Tilladt for børn over 11 år;45;1980;8781
7571;CELEBRITY;CELEBRITY;USA;113;.;Over 15 år, ikke censureret;20;2000;8780
5548;POLTERGEIST III;POLTERGEIST III;USA;98;.;Over 15 år, ikke censureret;35;1988;8780
12529;MEMORIES OF MURDER;MEMORIES OF MURDER;SYDKOREA;131;Spillefilm, voksne;Tilladt for børn over 15 år;20;2021;8779
316;ROMANTISKE ENGLÆNDERINDE, DEN;THE ROMANTIC ENGLISHWOMAN;STORBRITANNIEN;116;.;Over 15 år, ikke censureret;9;1976;8770
770;HÅRD NEGL;UN UOMO DALLA PELLE DURA;ITALIEN;90;.;Over 15 år, ikke censureret;22;1974;8766
4667;SIG NOGET FRÆKT;TALK DIRTY TO ME;USA;75;.;Over 15 år, ikke censureret;49;1984;8758
4021;LEJRBÅLET;THE BURNING;USA;99;.;Over 15 år, ikke censureret;32;1982;8745
7889;THE ONE;THE ONE;USA;88;.;Tilladt for børn over 15 år;6;2002;8737
10443;STORMFULDE HØJDER (SE 2087);WUTHERING HEIGHTS (SE 2087);STORBRITANNIEN;128;Spillefilm, voksne;Tilladt for børn over 11 år;21;2012;8730
4767;PROJEKT A - PIRATPATRULJEN;PROJECT A;ASIEN UOPLYST;105;.;Tilladt for børn over 15 år;17;1985;8728
10704;PARADIS: KÆRLIGHED;PARADIES: LIEBE;ØSTRIG;121;Spillefilm, voksne;Over 15 år, ikke censureret;20;2013;8727
8098;ATANARJUAT - THE FAST RUNNER;ATANARJUAT - THE FAST RUNNER;CANADA;172;.;Over 15 år, ikke censureret;2;2003;8721
4610;THUNDER;THUNDER;ITALIEN;102;.;Over 15 år, ikke censureret;32;1984;8705
12132;HUNTER KILLER;HUNTER KILLER;STORBRITANNIEN;121;Spillefilm, voksne;Tilladt for børn over 15 år;52;2018;8703
12795;LAST SEEN ALIVE;LAST SEEN ALIVE;USA;95;Spillefilm, voksne;Tilladt for børn over 11 år;28;2022;8703
11460;THE NEON DEMON;THE NEON DEMON;DANMARK;117;Spillefilm, voksne;Tilladt for børn over 15 år;23;2016;8699
6058;ROSENKRANS OG GYLDENSTJERNE ER DØDE;ROSENKRANTZ AND GUILDENSTERN ARE DEAD;STORBRITANNIEN;117;.;Frarådet for børn under 7 år;9;1991;8699
2318;LIDERLIGE RØDSTRØMPER, DE;FEMALE CHAUVINISTS;USA;89;.;Over 15 år, ikke censureret;24;1977;8691
6218;SPLIT SECOND;SPLIT SECOND;STORBRITANNIEN;91;.;Over 15 år, ikke censureret;25;1992;8688
11096;EN DUE SAD PÅ EN GREN OG FUNDEREDE OVER TILVÆRELSEN;EN DUVA SATT PÅ EN GREN OCH FUNDERADE PÅ TILLVORAN;SVERIGE;101;Spillefilm, voksne;Tilladt for børn over 11 år;11;2015;8686
1949;AGUIRRE - DEN GALE EROBRER;AGUIRRE,DER ZORN GOTTES;TYSKLAND;94;.;Over 15 år, ikke censureret;41;1976;8676
11020;NEBRASKA;NEBRASKA;USA;115;Spillefilm, voksne;Frarådet for børn under 7 år;7;2014;8676
690;GULDGRAVERNE FRA ALASKA;DIE BLUTIGEN GEIER VON ALASKA;TYSKLAND;97;.;Tilladt for børn over 11 år;39;1974;8675
5885;DARK ANGEL;DARK ANGEL;USA;85;.;Over 15 år, ikke censureret;15;1990;8657
11593;HELL OR HIGH WATER;HELL OR HIGH WATER;USA;102;Spillefilm, voksne;Tilladt for børn over 11 år;49;2016;8656
11936;THE STRANGERS: PREY  AT NIGHT;THE STRANGERS: PREY AT NIGHT;USA;85;Spillefilm, voksne;Over 15 år, ikke censureret;12;2018;8645
4903;PERFECT;PERFECT;USA;120;.;Tilladt for alle;41;1985;8645
4542;BANDEKRIG ÅR 3000;GLI STERMINATOR I DELL'ANNO 3000;ITALIEN;90;.;Over 15 år, ikke censureret;30;1984;8643
2740;BISSEBANDEN;THE REVENGERS;USA;96;.;Tilladt for børn over 15 år;2;1972;8640
1401;TRE GANGE TYVE;LE CERVEAU;ITALIEN;115;.;Tilladt for alle;25;1969;8639
496;DISTRIKT 87 BOSTON CITY;FUZZ;USA;93;.;Tilladt for børn over 15 år;7;1973;8637
6890;FOUR ROOMS;FOUR ROOMS;USA;98;.;Tilladt for børn over 15 år;30;1996;8635
12175;THEY SHALL NOT GROW OLD;THEY SHALL NOT GROW OLD;STORBRITANNIEN;99;Dokumentarfilm, voksne;Tilladt for børn over 15 år;9;2019;8633
11861;MUMITROLDENES VINTER - BLIVER DET JUL I ÅR?;MUUMIEN JOULU;FINLAND;82;Spillefilm, børn/unge/familie;Tilladt for alle;47;2017;8627
9305;DEN FORBUDTE BY;MAN CHENG JIN DAI HUANG JIN JIA;KINA;114;Spillefilm, voksne;Tilladt for børn over 15 år;35;2007;8622
9937;BRODERSKAB;;DANMARK;90;Spillefilm, voksne;Tilladt for børn over 15 år;14;2010;8621
11834;DARLING;DARLING;DANMARK;101;Spillefilm, voksne;Tilladt for børn over 11 år;42;2017;8619
4723;SØNDAG PÅ LANDET,EN;UN DIMANCHE A LA CAMPAGNE;FRANKRIG;94;.;Tilladt for alle;11;1985;8618
3918;LA STRADA;LA STRADA;ITALIEN;109;.;Tilladt for børn over 11 år;46;1955;8617
58;SLIKKEPINDEN;SPIKEY'S MAGIC WAND;USA;66;.;Over 15 år, ikke censureret;10;1975;8613
5954;DJÆVELENS BABYSITTER;THE GUARDIAN (SE 8997);USA;93;.;Over 15 år, ikke censureret;27;1990;8612
4519;SKOLEPIGER GIR SEXUNDERVISNING;MÆDCHEN DIE ES WISSEN WOLLEN;TYSKLAND;92;.;Over 15 år, ikke censureret;24;1984;8596
4207;HUNDEFLUGTEN;THE PLAGUE DOGS;USA;104;.;Tilladt for børn over 11 år;4;1983;8596
1436;VALACHI SAGEN;COSA NOSTRA;ITALIEN;127;.;Over 15 år, ikke censureret;33;1973;8595
2573;ROBIN HOOD OG DE TUSIND PIRATER;;ITALIEN;82;.;Tilladt for børn over 11 år;40;1965;8592
9966;NOWHERE BOY;NOWHERE BOY;STORBRITANNIEN;97;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;21;2010;8588
12896;INGEN KENDER DAGEN;INGEN KENDER DAGEN;DANMARK;105;Spillefilm, voksne;Tilladt for børn over 15 år;43;2022;8587
10489;THE CABIN IN THE WOODS;THE CABIN IN THE WOODS;USA;95;Spillefilm, voksne;Tilladt for børn over 15 år;19;2012;8575
6974;ANTONIA'S VERDEN;ANTONIA;HOLLAND;103;.;Tilladt for børn over 11 år;5;1997;8567
1488;ZORRO RIDER IGEN;ZORRO IL DOMINATORE, LA ÚLTIMA AVENTURA DEL ZORRO;ITALIEN;93;.;Tilladt for børn over 11 år;9;1974;8567
9754;THE BOAT THAT ROCKED;THE BOAT THAT ROCKED;STORBRITANNIEN;130;Spillefilm, voksne;Frarådet for børn under 7 år;16;2009;8564
850;KARATEMESTEREN;CHAMPION;ASIEN UOPLYST;366;.;Over 15 år, ikke censureret;48;1973;8558
12475;PALM SPRINGS;PALM SPRINGS;USA;90;Spillefilm, voksne;Tilladt for børn over 11 år;41;2020;8547
9656;WILD CHILD;WILD CHILD;USA;103;Spillefilm, børn/unge/familie;Tilladt for alle;50;2008;8531
7990;ONCE UPON A TIME IN INDIA;LAGAAN: ONCE UPON A TIME IN INDIA;INDIEN;225;.;Frarådet for børn under 7 år;34;2002;8526
7664;AUTUMN IN NEW YORK;AUTUMN IN NEW YORK;USA;106;.;Tilladt for alle;46;2000;8526
7824;STATE AND MAIN;STATE AND MAIN;USA;106;.;Tilladt for alle;27;2001;8524
10318;MONEYBALL;MONEYBALL;USA;133;Spillefilm, voksne;Tilladt for alle;51;2011;8519
3955;UNGE HELTE, DE;TAPS;USA;124;.;Tilladt for børn over 11 år;15;1982;8518
4753;SYGEPLEJERSKE ELEV - 18 ÅR - BESAT AF EROTIK;ROSALIE;FRANKRIG;86;.;Over 15 år, ikke censureret;6;1985;8514
5526;ER DER NOGEN;WITCHBOARD;USA;98;.;Over 15 år, ikke censureret;37;1988;8514
4827;JEG ER VILD MED DET HELE;NASTY LADY;USA;79;.;Over 15 år, ikke censureret;38;1985;8514
4365;DANTON;DANTON;FRANKRIG;137;.;Tilladt for børn over 15 år;45;1983;8513
9662;KØBMANDEN I PROVENCE;LE FILS DE L'EPICIER;FRANKRIG;100;Spillefilm, voksne;Over 15 år, ikke censureret;49;2008;8496
7874;AF EN ANDEN VERDEN;FUORI DAL MONDO;ITALIEN;99;.;Over 15 år, ikke censureret;44;2001;8491
3456;MASSER AF KUGLER;THE BALTIMORE BULLET;USA;103;.;Tilladt for børn over 11 år;30;1980;8484
9793;THE HURT LOCKER;THE HURT LOCKER;USA;132;Spillefilm, voksne;Tilladt for børn over 15 år;36;2009;8482
338;VI KNALDER - DE KOMMER;QUICK TURNOVER;USA;73;.;Over 15 år, ikke censureret;7;1976;8478
1048;NEVADA SMITH;NEVADA SMITH;USA;124;.;Tilladt for børn over 15 år;11;1967;8472
5047;LYSTERNES LAGUNE;THE PINK LAGOON;USA;93;.;Over 15 år, ikke censureret;29;1986;8462
10934;JOE;JOE;USA;117;Spillefilm, voksne;Tilladt for børn over 15 år;34;2014;8454
12080;BAD TIMES AT THE EL ROYALE;BAD TIMES AT THE EL ROYALE;USA;141;Spillefilm, voksne;Tilladt for børn over 15 år;42;2018;8450
10305;COLOMBIANA;COLOMBIANA;USA;107;Spillefilm, voksne;Over 15 år, ikke censureret;36;2011;8450
354;AGENTEN SOM IKKE KUNNE KNALDES;LE MAGNIFIQUE;ITALIEN;93;.;Over 15 år, ikke censureret;22;1974;8448
5763;HØJ KÆRLIGHED;THE TALL GUY;STORBRITANNIEN;92;.;Over 15 år, ikke censureret;38;1989;8448
1133;PRÆRIENS BLODHUNDE;UN ESERCITO DI 5 UOMINI;ITALIEN;106;.;Tilladt for børn over 15 år;28;1970;8446
2231;AMANDA OG RÆVEPELSEN;THE DUCHESS AND THE DIRTWATER FOX;USA;104;.;Tilladt for alle;25;1977;8446
11629;SILENCE;SILENCE;MEXICO;161;Spillefilm, voksne;Tilladt for børn over 15 år;4;2017;8445
3065;TRUSLEN (SE 8415);LA MENACE;INDIEN;116;.;Tilladt for børn over 11 år;22;1979;8443
7234;A THOUSAND ACRES - TUSIND TØNDER LAND;A THOUSAND ACRES;USA;105;.;Frarådet for børn under 7 år;27;1998;8440
12847;MRS. HARRIS GOES TO PARIS;MRS. HARRIS GOES TO PARIS;STORBRITANNIEN;115;Spillefilm, børn/unge/familie;Tilladt for alle;42;2022;8420
2369;FOR FULD UDRYKNING;MOTHER,JUGS AND SPEED;USA;98;.;Over 15 år, ikke censureret;33;1977;8418
3310;JEG ER MED BARN;JAG ÆR MED BARN;SVERIGE;107;.;Tilladt for børn over 11 år;11;1980;8417
10416;THIS MUST BE THE PLACE;THIS MUST BE THE PLACE;ITALIEN;118;Spillefilm, voksne;Frarådet for børn under 7 år;2;2012;8415
10534;PARANORMAN;PARANORMAN;USA;92;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;38;2012;8411
3928;FØRSTE MANDAG I OKTOBER;FIRST MONDAY IN OCTOBER;USA;99;.;Tilladt for alle;11;1982;8410
4490;FOR GUDS SKYLD;THE MISSIONARY;STORBRITANNIEN;86;.;Tilladt for alle;19;1984;8400
4567;SIGNAL FRA EN MORDER;MEAN SEASON;USA;104;.;Over 15 år, ikke censureret;3;1986;8400
4;BELINDA;BELINDA;USA;75;.;Over 15 år, ikke censureret;1;1975;8397
8656;IN GOOD COMPANY;IN GOOD COMPANY;USA;110;Spillefilm, voksne;Tilladt for alle;20;2005;8396
3532;ASIATISKE SEXNYDELSER;;FRANKRIG;366;.;Over 15 år, ikke censureret;42;1980;8392
2125;KNALDEFOTOGRAFEN;CHEESE;USA;80;.;Over 15 år, ikke censureret;4;1977;8392
9947;WHERE THE WILD THINGS ARE;WHERE THE WILD THINGS ARE;USA;101;Spillefilm, børn/unge/familie;Over 15 år, ikke censureret;14;2010;8390
31;KÆMPEABERNES SIDSTE KAMP;FURANKENSHUTAIN NO KIJU-SANTA TAI GAIRA;ASIEN UOPLYST;88;.;Over 15 år, ikke censureret;3;1975;8386
6198;BODY PARTS;BODY PARTS;USA;88;.;Over 15 år, ikke censureret;12;1992;8384
9066;SPEEDY GONZALES (TEGNEFILM);SPEEDY GONZALES;USA;366;.;Tilladt for alle;99;9999;8383
5205;BRØDRENE MOZART;BRODERNA MOZART;SVERIGE;109;.;Tilladt for alle;15;1987;8381
9962;LONDON RIVER;LONDON RIVER;ALGERIET;87;Spillefilm, voksne;Frarådet for børn under 7 år;25;2010;8377
3404;SEXLEG MED VÅDE MISSER;;FRANKRIG;83;.;Over 15 år, ikke censureret;24;1980;8370
12256;BLINKY BILL - PÅ EVENTYR;BLINKY BILL THE MOVIE;AUSTRALIEN;88;Spillefilm, børn/unge/familie;Tilladt for alle;25;2019;8368
